complaint_id,date_received,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings,complainant_sex,complainant_race,general_cap_classification,summary,complainant_age,district_occurrence
19-0341,7/15/2019,13049280,black,female,3900 39TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,black,LACK OF SERVICE,"According to the complainant, on 7-1-19 at 1:00 AM, they did not receive proper service from unknown 39th District officers.",52,3500
15-0647,10/29/2015,17997934,black,male,2200 22ND DISTRICT,HARASSMENT,No Sustained Findings,Not Applicable,female,white,HARASSMENT,"According to the complainant, on 9-17-15 at 4:00pm, they were harassed by an officer assigned to the 22nd District.",40,1400
16-0229,5/12/2016,42237550,black,male,0300 03RD DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,,PHYSICAL ABUSE,"According to the complainant, on 2-26-16 at 7:30pm, they were physically abused by an officer assigned to the 3rd District.",23,300
16-0303,6/23/2016,78359567,black,female,2500 25TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-3-16 at 3:00pm, they were treated unprofessionally by officers assigned to the 25th District.",32,2500
17-0641,12/28/2017,41592790,black,male,0900 09TH DISTRICT,HARASSMENT,No Sustained Findings,Not Applicable,male,,HARASSMENT,"According to the complainant, on two separate occasions, 12-18-17 and 12-22-17, they were illegally evicted by a sergeant and officers assigned to the 9th District.",60,900
19-0174,4/23/2019,37637369,white,male,6200 CENTRAL DETECTIVES,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,white,LACK OF SERVICE,"According to the complainant, on 02-21-19, they did not receive proper service from officers assigned to the 22nd District and Central Detective Division.",27,2200
19-0571,11/1/2019,91412011,white,female,2600 26TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,male,white,UNPROFESSIONAL CONDUCT,"According to the complainant, on 10-29-19 at 6:50 PM, they were treated unprofessionally by officers while in the confines of the 26th District.",45,2600
18-0543,11/12/2018,44340059,black,male,4500 CENTER CITY DISTRIC,LACK OF SERVICE,Sustained Finding,Pending,male,white,LACK OF SERVICE,"According to the complainant, on 11-3-18 at 11:45pm, they did not receive proper service from officers assigned to the 9th District.",48,1800
17-0260,5/31/2017,,,,,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,black,VERBAL ABUSE,"According to the complainant, on 5-22-17 at 2:45pm, their family member was threatened and verbally abused by an unknown 35th District officer.",38,3500
19-0461,9/17/2019,93254281,black,male,9828 CRIMINAL INTEL UNT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,,PHYSICAL ABUSE,"According to the complainant, on 9-9-19 at 12:53 PM, they were physically abused by an officer assigned to the Criminal Intelligence Unit within the confines of the 12th District.",,2400
18-0128,3/23/2018,49969179,asian,male,6801 MOUNTED PATROL UNIT,VERBAL ABUSE,Sustained Finding,Guilty Finding,male,white,VERBAL ABUSE,"According to the complainant, on 3-16-18 at 11:45am, they were verbally abused by an officer assigned to the Mounted Patrol Unit. This incident occurred in the confines of the 17th District.",129,5100
16-0609,12/5/2016,84349176,white,male,3500 35TH DISTRICT,LACK OF SERVICE,Sustained Finding,Training/Counseling,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-27-16 at 12:29am, they did not receive proper service from officers assigned to the 35th District.",38,3500
17-0075,2/22/2017,25981904,black,male,3900 39TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,white,LACK OF SERVICE,"According to the complainant, on 2-01-17 at 3:21am, they did not receive proper service from officers assigned to the 39th District.",94,3900
20-0029,1/22/2020,,,,,INVESTIGATION ONGOING,Pending,Pending,female,black,VERBAL ABUSE,"According to the complainant, on 11-7-19 at 6:30 PM, they were verbally abused and their property was improperly searched by officers within the confines of the 14th District.",28,1400
18-0397,8/14/2018,42023488,indian,female,1600 16TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,CRIMINAL ALLEGATION,"According to the complainant, on 8-3-18 at 3:10am, they are missing property and were physically abused by officers assigned to the 16th District.",22,1600
16-0198,4/20/2016,43241426,white,male,5861 CANINE UNIT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 03-25-16 at 6:45pm, their vehicle was improperly searched and damaged by officers assigned to the 35th District.",26,3500
19-0454,9/17/2019,84990674,black,male,1900 19TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,female,black,LACK OF SERVICE,"According to the complainants, on 9-10-19 at 5:55 PM, they did not receive proper service from officers assigned to the 19th District.",,1900
17-0176,5/1/2017,87007867,black,male,3900 39TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant, on 4-11-17 at 12:00pm, they did not receive proper service from officers assigned to the 39th District.",51,3900
18-0082,3/2/2018,45215188,white,female,0600 06TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Guilty Finding,female,,VERBAL ABUSE,"According to the complainant, on 2-24-18 at 10:50pm, they were verbally abused by an officer assigned to the 6th District.",,1800
15-0711,12/2/2015,59379827,white,female,1500 15TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,white,HARASSMENT,"According to the complainant, on 11-16-15, they did not receive proper service from an officer assigned to the 15th District.",50,1500
16-0627,12/19/2016,31713678,white,male,3500 35TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,black,LACK OF SERVICE,"According to the complainant, on 12-8-16 at 7:15am, they did not receive proper service from and was harassed by officers assigned to the 35th District.",40,3500
18-0226,5/9/2018,72577325,other,male,9807 SUMMER INITIATIVE,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 5-3-18 at 1:20am, they were verbally abused and treated unprofessionally, by officers assigned to the 14th District.",58,2800
19-0484,9/24/2019,76910058,white,male,1900 19TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant, on 9-14-19 at 5:40 PM, they did not receive proper service from an officer assigned to the 19th District.",75,1900
18-0226,5/9/2018,53465062,white,male,9807 SUMMER INITIATIVE,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 5-3-18 at 1:20am, they were verbally abused and treated unprofessionally, by officers assigned to the 14th District.",29,1400
16-0363,8/3/2016,79394685,black,female,2500 25TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,black,PHYSICAL ABUSE,"According to the complainant, on 1-8-16 at 3:00pm, they were physically abused by an officer assigned to 25th District.",64,5000
15-0722,12/4/2015,83072358,black,male,1900 19TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,HARASSMENT,"According to the complainant, on 11-29-15 at 4:00pm, they were harassed and improperly issued traffic citations by officers assigned to the 19th District.",46,1900
16-0322,7/11/2016,89715997,latino,male,0200 02ND DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,white,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-16-16 at 6:00pm, they were racially profiled by officers assigned to the 2nd District.",32,1400
18-0103,3/13/2018,43082467,white,male,3500 35TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,black,LACK OF SERVICE,"According to the complainant, on 3-7-18 at 11:11am, they did not receive proper service from a sergeant and an officer assigned the 35th District.",46,3500
17-0634,12/22/2017,37421247,white,male,2600 26TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,female,white,PHYSICAL ABUSE,"According to the complainant, on 11-26-17, their client was physically abused by officers assigned to the 25th District.",60,2500
15-0457,8/10/2015,24686548,white,male,0700 07TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,white,LACK OF SERVICE,"According to the complainant, on 8-4-15 at 9:00pm, they did not receive proper service from an officer assigned to the 7th District.",24,700
19-0007,1/11/2019,92902032,other,male,5802 POLICE ACADEMY CLAS,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-17-18 at 12:35 pm, their property was not returned to them after interaction with officers assigned to the 25th District.",16,2500
16-0112,3/3/2016,42859308,white,female,0900 09TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-2-16 at 5:20pm, a lieutenant assigned to the 9th District did not follow proper police procedure.",,900
15-0703,11/24/2015,41996881,latino,male,0800 08TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,white,LACK OF SERVICE,"According to the complainant, on 11-19-15 at 8:30pm, they did not receive proper service from a supervisor and officers assigned to the 8th District.",59,800
18-0221,5/4/2018,96776430,white,male,0300 03RD DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,white,PHYSICAL ABUSE,"According to the complainant, on 5-1-18 at 10:30pm, they were improperly searched and physically abused by an officer assigned to the 3rd District.",36,400
18-0270,6/12/2018,40398713,black,male,1900 19TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,black,LACK OF SERVICE,"According to the complainant, on 4-5-18 at 4:10pm, they did not receive proper service from an officer assigned to the 19th District.",44,1900
17-0168,4/28/2017,55958959,white,male,1400 14TH DISTRICT,REFERRED TO OTHER AGENCY/C.A.P. INVESTIGATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-28-17, officers assigned to the 14th District falsified official documentation.",33,
16-0382,8/11/2016,67907106,white,male,0500 05TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant, on 1-16-16 at 10:09am, they did not receive proper service from an officers assigned to the 5th District.",28,500
16-0678,12/31/2016,92723504,white,male,2500 25TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,male,white,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-26-16 at 8:00pm, their property was taken by an officer assigned to the 25th District.",24,2500
19-0463,9/17/2019,29180642,black,male,3500 35TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainants, on 9-11-19 at 10:40 PM, they were physically and verbally abused by officers assigned to the 35th District.",28,3500
19-0326,7/5/2019,30769540,white,male,3500 35TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 7-2-19 at 9:30 AM, they were improperly stopped, physically abused and falsely detained by officers assigned to the 35th District.",32,3500
19-0286,6/14/2019,47632009,white,male,2200 22ND DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,male,black,FALSIFICATION,"According to the complainant, on 5-29-19, at 8:30 PM, officers assigned to the 22nd District falsified paperwork.",29,2200
19-0446,9/10/2019,85010244,white,male,2200 22ND DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-1-19 at 4:44 PM, their property was not returned to them by an officer assigned to the 22nd District.",23,2200
15-0482,8/19/2015,23701040,white,male,1500 15TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,male,latino,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-12-15 at approximately 7:30pm, they were harassed by unknown officers in the 15th District.",24,1500
16-0028,1/14/2016,31713678,white,male,3500 35TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-8-16 at 12:30am, they were physically abused and treated unprofessionally by officers assigned to the 35th District.",54,3500
19-0074,2/26/2019,82090284,white,male,1600 16TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-22-19 at 9:51am, they had their constitutional rights violated by a corporal assigned to the 16th District.",29,1600
19-0035,2/6/2019,90551988,black,female,4921 RADIO ROOM 1,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,,UNPROFESSIONAL CONDUCT,"According to the complainant, on 2-3-19 at 11:36pm, they were treated unprofessionally by a police dispatcher assigned to the Radio Room.",21,1900
17-0053,2/13/2017,28570215,black,male,1200 12TH DISTRICT,HARASSMENT,No Sustained Findings,Not Applicable,male,black,HARASSMENT,"According to the complaint, they are being harassed by officers assigned to the 12th District.",38,1200
20-0036,1/24/2020,72517415,white,male,2200 22ND DISTRICT,LACK OF SERVICE,Sustained Finding,Pending,female,black,LACK OF SERVICE,"According to the complainant, on 1-23-20 at 5:00 AM, they did not receive proper service and were verbally abused by an officer assigned to the 22nd District.",37,2200
18-0398,8/15/2018,63985330,white,male,6600 NORTHWEST DETECTIVE,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,UNPROFESSIONAL CONDUCT,"According to the complainant, they did not receive proper service and treated unprofessionally by a lieutenant and a sergeant assigned to the Northwest Detective Division.",51,3500
17-0274,6/6/2017,94590837,black,male,9821 SAFETY OFFICE,CRIMINAL ALLEGATION,Sustained Finding,Guilty Finding,,,HARASSMENT,"According to the complainant, an off-duty police officer is violating several city ordinances and the motor vehicle code. This incident occurred in the confines of the 2nd District.",,200
18-0025,1/23/2018,55029756,black,male,7402 STRIKE FORCE,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 1-19-18, they were physically abused by officers assigned to the Narcotics Strike Force.",82,4800
19-0666,12/27/2019,55706788,white,male,2400 24TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,male,black,PHYSICAL ABUSE,"According to the complainant, on 12-7-19, they were verbally abused, physically abused, and racially profiled by officers, while in the confines of the 24th District.",36,2400
